,stock_code_x,ric_code_x,uuid_x,last_modified_date_x,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,month,day,hour,dayofweek,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus,stock_code_y,ric_code_y,uuid_y,last_modified_date_y,target
current_hour_pillar_minus_earthly_cos,,,-0.00554605,,0.0223957,-0.00107685,0.000827012,-0.0407717,-0.014534,-0.026336,-0.0100142,-0.00193874,0.0223957,-0.000964736,0.00575308,-0.0339603,,,,,,,,,-0.0205473,-0.000794664,-0.30924,-0.0737869,-0.0217082,-0.00548417,0.00654732,-0.0100355,0.00536092,,0.0073742,-0.0204507,-0.0199814,-0.00239109,0.398134,0.00504753,0.00399704,0.0140769,-0.907737,-0.00152333,0.00516829,0.00057336,-0.00861165,-0.0012899,-0.00416418,0.000623245,0.000361651,-0.00057336,0.00861165,0.00112802,0.00331623,0.00286069,-0.454372,-0.00504753,-0.00399704,-0.0110166,1,-0.0149672,0.000759789,0.00489521,-0.00315301,0.0142009,-0.0121366,-0.0360022,-0.066754,-0.000350068,-0.0290936,-0.0437348,-0.00232476,-0.00820808,-0.0552077,0.000350068,0.0290936,0.049326,0.0671219,-0.0017261,0.0014219,-0.00489521,0.00315301,-0.00677404,0.0119447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.103065,-0.00794057,0.415791,0.000105283,0.0598746,0.00233227,-0.00521601,0.00543161,-0.238317,0.00616157,-0.0531027,-0.00284165,-0.251106,-0.00426524,0.526864,-0.00284459,0.0215984,0.00525198,0.458813,-0.0010895,-0.184893,0.00487342,0.0923699,0.000438601,-0.22261,0.00619989,-0.0425244,-0.00854725,-0.12328,0.00135557,0.125306,0.00294967,-0.396718,0.00820978,-0.0298929,-0.00416645,,,-0.00554605,,0.00830676
current_month_pillar_heavenly,,,0.00632749,,-0.00117361,0.00640783,0.00412358,-0.00059247,0.995195,-0.0541569,0.0109182,-0.14349,-0.00117361,0.00699147,0.026247,-0.0436286,,,,,,,,,-0.0112852,0.0107386,-0.000468608,-0.0130366,-0.0113332,0.000753063,0.0314855,0.00835764,0.0281041,,0.0207442,-0.0102263,-0.0187388,-0.00116257,-0.000214667,-0.000608841,0.000607451,0.00187019,0.0003845,0.00635028,0.00156334,0.002182,-0.019658,-0.00998814,0.015337,0.00249061,0.0153181,-0.002182,0.019658,0.00742525,-0.00903284,-0.00157399,0.0116786,0.000608841,-0.000607451,4.49537e-06,-0.0149672,1,0.0673402,-0.663186,0.0496388,-0.00746742,-0.0976024,-0.0506166,0.0335868,0.0524718,-0.0262708,-0.0255274,-0.0260644,0.013634,-0.040973,-0.0524718,0.0262708,0.018987,0.0172183,-0.148924,0.0219336,0.663186,-0.0496388,-0.0172513,0.0631798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000851155,0.000657783,0.00680314,0.00519416,-0.0956099,-0.007606,0.00127426,-0.00693305,-0.0062971,-0.0015637,0.0863649,0.0291178,-0.000549665,0.000683517,0.00781343,-0.02314,-0.0839865,0.0221008,-0.00170457,-0.0124885,0.0156129,0.00868545,-0.0525038,-0.0348502,-0.000468353,0.00983365,-0.0169625,-0.0334873,0.108778,0.0351304,0.00181401,-0.00367194,-0.00673881,0.0197238,0.0617271,-0.0238327,,,0.00632749,,0.0116119
current_month_pillar_earthly,,,0.0124872,,-0.00291722,0.00504936,-0.0039009,0.00274552,0.160921,0.115861,-0.0672129,-0.00520676,-0.00291722,0.000376864,0.140627,0.161219,,,,,,,,,-0.0685755,0.0538283,-0.00119097,-0.00286673,-0.0336124,-0.0180774,0.00641793,-0.0492245,-0.01215,,-0.022773,-0.0646387,-0.0607136,-0.00293069,-5.51213e-05,0.00407213,-0.00193009,0.00101162,-0.000876341,0.00411547,0.00710113,0.0010825,0.00485062,-0.00315947,-0.00561128,-0.00368872,-0.00331144,-0.0010825,-0.00485062,0.00655554,0.0190809,0.0027325,1.05693e-05,-0.00407213,0.00193009,0.000287575,0.000759789,0.0673402,1,-0.0684277,0.0435828,-0.362704,-0.417899,0.105705,-0.0101743,-0.146968,-0.0321242,-0.0422547,0.0971617,-0.0759326,0.0330954,0.146968,0.0321242,0.0356339,-0.0799903,-0.00885775,-0.00981389,0.0684277,-0.0435828,0.301886,0.363417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0010908,-0.00547415,0.000684413,-0.390764,-0.0135704,0.203472,-0.000722638,0.00410873,-0.000491324,0.25483,0.0142104,0.113707,-0.000370283,-0.00210407,0.00186657,-0.355489,0.0350555,0.235207,0.000414274,0.00362422,0.00137424,-0.270776,-0.0183552,-0.266109,-0.00146448,-0.000687473,-0.000922999,0.258878,0.0267676,-0.0447585,0.000567655,0.000224472,-0.00182495,0.285322,-0.0320014,-0.0235244,,,0.0124872,,0.0110174
current_month_pillar_heavenly_sin,,,0.0195271,,0.00285277,-0.00632029,-0.00881912,-0.000744419,-0.662207,0.0378578,-0.0235959,0.649378,0.00285277,-0.00376133,-0.0619891,0.0437353,,,,,,,,,0.0134612,-0.019802,-0.00104225,0.00634247,0.0126212,-0.00171022,-0.00846256,0.00861292,-0.00404704,,-0.0158153,0.0117293,0.0195407,0.00298195,-0.00101789,-0.000928651,-0.00301104,-0.000558071,-0.00041954,-0.00541611,-0.00914029,-0.00265907,-0.00176662,0.00285382,0.00473768,-0.00876334,-0.000179269,0.00265907,0.00176662,-0.0071692,-0.0103353,-0.000564739,-0.00246185,0.000928651,0.00301104,-0.000593919,0.00489521,-0.663186,-0.0684277,1,0.0055579,-0.000725342,0.126017,0.0424662,-0.0549881,-0.0392115,-0.0106049,-0.00723299,0.0220928,-0.025937,0.000168358,0.0392115,0.0106049,0.00067427,-0.0186279,0.653158,0.0561304,-1,-0.0055579,-0.00846446,-0.111331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000593515,0.0141038,-0.000847913,0.0361933,0.0797263,-0.045552,-0.00134643,-0.0051153,0.000394538,-0.0146813,-0.0857246,0.0299021,0.000647314,0.00908633,-0.00283993,0.0563204,0.0923215,-0.0569447,0.00161991,0.00869881,-0.00478222,-0.0128653,0.0662597,0.0123328,0.000525062,-0.0151565,0.0033893,0.0110247,-0.0712816,0.00504428,-0.00157674,-0.00556835,0.00295144,-0.0442982,-0.0830996,0.0489363,,,0.0195271,,0.0146957
current_month_pillar_heavenly_cos,,,-0.0106578,,-0.0012012,-0.000970351,0.0039067,0.00212031,0.0520826,0.014559,-0.0393026,-0.0103978,-0.0012012,-0.000276814,-0.0959659,0.00231326,,,,,,,,,0.0182143,0.0261434,-0.00497903,-0.0114485,0.0189031,0.00478368,0.000911385,0.0221443,-0.0074083,,0.0091812,0.0203502,0.0228051,-0.00087393,-0.00342891,0.00227701,0.00206231,0.00504845,-0.000231324,-0.00122278,0.00356983,0.00386264,-0.00542727,-0.0106445,0.00665594,0.00182998,0.0203632,-0.00386264,0.00542727,0.00258166,-0.00757312,0.00175816,0.00473628,-0.00227701,-0.00206231,-0.00419645,-0.00315301,0.0496388,0.0435828,0.0055579,1,-0.115555,-0.0152897,0.0175999,-0.0295836,-0.0165146,-0.0354308,-0.0131149,0.0128409,-0.0396537,-0.00558155,0.0165146,0.0354308,-0.00411329,-0.0227784,-0.0156879,0.0058591,-0.0055579,-1,0.114158,0.031182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00368874,0.00635477,0.00377086,-0.00947425,0.0243433,0.00366106,-0.00210692,-0.0111932,-0.00518325,-0.0580449,-0.0378637,0.0618906,0.000757457,0.0118446,0.00451509,-0.00846273,0.0328767,0.0249215,0.000755701,0.00979474,0.00781552,0.0346218,0.0128998,-0.0282131,-0.00339155,-0.00397931,-0.00726112,0.0166169,-0.00269908,-0.0104647,0.000422604,-0.0143398,-0.0047543,-0.0328912,-0.0343237,0.0411287,,,-0.0106578,,-0.0162293
current_month_pillar_earthly_sin,,,-0.00021314,,0.00147278,-0.00398038,-0.00373518,-0.00132651,-0.0351648,0.177103,-0.154,0.0162961,0.00147278,-0.00309054,-0.0143307,-0.0301664,,,,,,,,,-0.38575,-0.0761943,0.00858636,0.00949749,-0.395658,0.0149209,-0.0109152,-0.00679715,-0.0243859,,0.0441538,-0.389611,-0.397439,0.00110956,0.00523557,-0.0013894,0.00348449,-0.00436949,-0.00683047,-0.00513747,0.014737,-0.00232103,-0.00315679,0.0105088,-0.0161834,-0.00391295,0.00150672,0.00232103,0.00315679,-0.00604993,-0.0002726,-0.000994354,-0.00634378,0.0013894,-0.00348449,0.00229546,0.0142009,-0.00746742,-0.362704,-0.000725342,-0.115555,1,0.00985133,0.160004,-0.11349,-0.279946,0.0190858,-0.0249137,0.21682,-0.161369,0.0343876,0.279946,-0.0190858,0.0257233,-0.1458,-0.00719365,0.301742,0.000725342,0.115555,-0.863894,-0.00590157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00940827,0.0034142,-0.00125297,0.230291,0.0432913,-0.203024,0.00923511,0.0054261,0.00515588,0.326456,-0.00338007,-0.253427,-0.00776715,0.00202976,-0.00371096,0.129013,0.0735098,-0.114451,-0.00343503,-0.0001487,-0.0143728,-0.141704,-0.0401738,0.0945843,0.00670559,-0.00831378,0.0085536,-0.324089,0.00583501,0.30087,0.00680467,0.0061366,0.0053957,0.268953,-0.0287742,-0.22877,,,-0.00021314,,0.0659771
current_month_pillar_earthly_cos,,,-0.0124862,,-0.00150747,-0.00408165,-0.00487444,-0.000603558,-0.136201,-0.263125,0.240202,0.1217,-0.00150747,-0.00144462,-0.032854,-0.306407,,,,,,,,,0.465884,-0.0566737,-0.00862995,-0.000524688,0.480809,-0.0124956,-0.00105709,-0.0641523,0.00330649,,0.00101383,0.462468,0.462649,-0.000811493,-0.00763971,-0.000238577,-0.00145903,0.0069264,0.00723924,-0.00245,-0.0147189,-0.0019946,-0.00488677,-0.00161755,-0.00106942,-0.00340424,-0.0153419,0.0019946,0.00488677,0.00253141,0.0106297,-0.000802378,0.00485467,0.000238577,0.00145903,-0.00395653,-0.0121366,-0.0976024,-0.417899,0.126017,-0.0152897,0.00985133,1,-0.241385,0.123154,0.405646,0.0107397,0.036309,-0.285502,0.258584,-0.0851332,-0.405646,-0.0107397,-0.00771237,0.234037,0.0826055,0.405882,-0.126017,0.0152897,-0.00976755,-0.8681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00792597,0.000729782,0.000100631,0.275761,-0.0495203,-0.255087,-0.00582017,-0.0076966,-0.00468441,-0.124787,0.0305423,0.123112,0.00860681,-0.00116922,0.00141564,0.340162,-0.107655,-0.298061,0.00250268,0.0054913,0.011061,-0.332117,0.0662994,0.260573,-0.00421988,0.00400176,-0.00525596,0.122255,-0.0183234,-0.0872529,-0.00623887,-0.00561099,-0.00360019,-0.225835,0.062552,0.205936,,,-0.0124862,,-0.0775964
current_year_pillar_heavenly,,,-0.00507264,,-0.000400208,0.0034263,0.00430635,0.00078931,-0.037468,0.992099,-0.150328,-0.0196569,-0.000400208,0.00254564,0.0218511,0.766678,,,,,,,,,-0.309394,0.015944,0.00226091,0.00715424,-0.307921,0.0104681,0.0018027,0.00115124,-0.0272303,,-0.0118259,-0.307869,-0.30844,-0.000546563,0.00204615,-0.00155197,0.000582916,-0.000783698,-0.00346641,0.00366966,-0.00312841,0.000823842,0.0077376,0.00880908,0.00102594,0.00310322,0.0136367,-0.000823842,-0.0077376,-0.0105579,-0.00885827,-0.00162541,0.0291711,0.00155197,-0.000582916,0.00154054,-0.0360022,-0.0506166,0.105705,0.0424662,0.0175999,0.160004,-0.241385,1,-0.435572,-0.686418,0.0899382,-0.049962,0.407738,-0.132235,0.100678,0.686418,-0.0899382,-0.160754,-0.37119,-0.00609561,-0.132214,-0.0424662,-0.0175999,-0.0437361,0.286301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00230177,0.00763974,0.0216499,-0.0463304,0.185387,0.0447067,0.00275075,-0.0033286,-0.020106,0.110832,-0.311997,-0.0159731,-0.00287349,0.0059811,0.0234415,-0.14315,0.520859,0.0872797,-0.00060866,-0.000761013,0.0406824,-0.0238576,0.231339,-0.0807167,0.000901394,-0.00696997,-0.0472096,-0.0848967,-0.00265896,0.076003,0.00268015,-0.00184146,-0.0197474,0.193306,-0.480809,-0.0747974,,,-0.00507264,,0.0499558
current_year_pillar_earthly,,,-0.00213252,,0.000743358,0.00491515,-0.00326731,0.00188729,0.0303001,-0.384238,0.22036,-0.0528785,0.000743358,0.00220024,-0.0190603,-0.281202,,,,,,,,,0.181801,-0.0102252,-0.0185866,-0.0121386,0.179143,-0.0217724,-0.0111693,-0.0272114,0.00673619,,0.0160828,0.181407,0.175655,0.00188698,-0.0122062,-0.000466218,-0.000704788,0.0133207,0.00726092,0.00564489,-0.00833977,-0.00712905,0.00636747,-0.00050679,0.00899867,-0.00299766,-0.000311623,0.00712905,-0.00636747,-0.00230714,0.00121663,-0.000373892,0.0342677,0.000466218,0.000704788,-0.000956374,-0.066754,0.0335868,-0.0101743,-0.0549881,-0.0295836,-0.11349,0.123154,-0.435572,1,0.376577,0.191699,0.134008,-0.455894,0.216918,0.4074,-0.376577,-0.191699,0.117546,0.127204,-0.064514,0.106526,0.0549881,0.0295836,-0.00242779,-0.168287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0149099,0.0103539,0.0211842,-0.00961861,-0.276119,-0.0395581,-0.0120788,-0.0111761,-0.0288743,-0.0406749,0.384165,-0.0080559,0.0123502,0.00477046,0.032776,0.0565991,-0.507504,-0.0425156,0.00707866,-0.000752521,0.0728425,-0.00565864,-0.52224,0.0498658,-0.0108149,-0.00564701,-0.0600874,0.0762489,0.140285,-0.0227063,-0.00877601,-0.00448685,-0.0341298,-0.0900508,0.48467,0.0226013,,,-0.00213252,,-0.26424
current_year_pillar_heavenly_sin,,,-0.00255486,,-0.000258646,-0.00368231,-0.00328499,0.000388283,0.0345454,-0.700708,0.521799,0.0112487,-0.000258646,-0.00243434,-0.0315138,-0.439921,,,,,,,,,0.514591,-0.00989924,-0.00260403,-0.0108656,0.524874,-0.0262104,-0.00155411,-0.0383156,0.0139669,,0.0134252,0.512976,0.513909,-7.88991e-05,-0.002393,0.00114574,-1.45919e-05,0.00113067,0.0035317,-0.00287315,-0.00809303,-0.00214858,-0.00205189,-0.00511083,0.00372739,-0.00174911,-0.0151526,0.00214858,0.00205189,0.00641767,0.00416436,0.000927075,-0.00536978,-0.00114574,1.45919e-05,0.00175333,-0.000350068,0.0524718,-0.146968,-0.0392115,-0.0165146,-0.279946,0.405646,-0.686418,0.376577,1,0.00206386,0.0495085,-0.700147,0.568197,-0.251815,-1,-0.00206386,-0.0809568,0.620694,0.00399754,0.0602819,0.0392115,0.0165146,0.245154,-0.348906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00265316,-8.91668e-05,-0.00416304,0.0299357,-0.494941,-0.0280018,-0.00287047,-0.00654271,0.00298287,-0.170807,0.405753,0.0800414,0.00312459,0.000591177,-0.00209099,0.202585,-0.737766,-0.0823012,0.000748083,0.00293986,-0.000972556,0.017638,-0.159955,0.0757338,-0.00120303,0.00232442,0.00588935,0.172714,0.309909,-0.12415,-0.0027771,-0.00523019,0.000844903,-0.295643,0.549523,0.141035,,,-0.00255486,,-0.165876
current_year_pillar_heavenly_cos,,,-0.00380129,,0.000845958,0.00583186,0.00324867,-0.00288948,-0.0282819,0.113811,-0.204922,-0.0288861,0.000845958,0.00502909,0.00967581,0.0454042,,,,,,,,,-0.0104566,-0.0138551,-0.0143715,-0.0126453,-0.00946915,-0.00848627,0.00596047,-0.0147054,0.00794889,,0.00726127,-0.0115078,-0.00827047,0.00170903,-0.00988931,-0.00261061,-3.15985e-05,0.0108733,0.00828034,0.00745631,-0.0186061,0.00176314,-0.0011382,0.0103326,0.00998483,0.00286241,0.00797383,-0.00176314,0.0011382,-0.00778056,-0.009475,-0.00342056,0.0112646,0.00261061,3.15985e-05,-0.000795565,-0.0290936,-0.0262708,-0.0321242,-0.0106049,-0.0354308,0.0190858,0.0107397,0.0899382,0.191699,0.00206386,1,0.898851,0.129454,-0.142381,0.659679,-0.00206386,-1,-0.67788,-0.0975808,-0.0251736,-0.0434515,0.0106049,0.0354308,-0.0179257,0.0435814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012323,0.0173319,0.00425744,0.0157507,-0.103908,-0.00311188,-0.0094331,-0.014719,-0.00990485,-0.015819,0.493807,-0.0123041,0.00962995,0.0174706,0.0120194,0.00484439,-0.196064,-0.0195356,0.00277762,0.0114904,0.0306626,0.00972278,-0.513124,-0.0212944,-0.00783411,-0.0141623,-0.0188998,-0.0182282,0.084453,0.0227015,-0.00635634,-0.0133606,-0.0142146,-0.00348042,0.602092,0.0144295,,,-0.00380129,,0.180538
current_year_pillar_earthly_sin,,,0.000187325,,0.000744572,0.00316857,0.00150096,-0.00268742,-0.0286603,-0.0220154,-0.265645,-0.0229285,0.000744572,0.00280643,0.000671414,-0.0542819,,,,,,,,,0.0571988,-0.00792861,-0.0241354,-0.0035654,0.0571088,0.00233093,0.0076476,-0.0155259,0.018145,,0.00461311,0.0558683,0.0567696,0.00225041,-0.0174426,-0.00251632,-0.00128417,0.0171787,0.0153789,0.00519252,-0.0226385,0.00281237,-0.00139858,0.0122422,0.0136796,0.00157438,0.00344038,-0.00281237,0.00139858,-0.00676856,-0.011969,-0.00346579,0.016508,0.00251632,0.00128417,-0.00425244,-0.0437348,-0.0255274,-0.0422547,-0.00723299,-0.0131149,-0.0249137,0.036309,-0.049962,0.134008,0.0495085,0.898851,1,0.100019,-0.22848,0.684379,-0.0495085,-0.898851,-0.795144,-0.0303992,-0.0182887,-0.0539682,0.00723299,0.0131149,0.0177214,0.00357974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0211144,0.0188531,0.00345646,0.0372261,-0.153792,0.00584582,-0.0174497,-0.0146488,-0.0144422,-0.0517696,0.570803,-0.00533134,0.0176735,0.0187188,0.0130989,0.0265362,-0.208713,-0.0381458,0.00613011,0.0116019,0.0440255,0.0239973,-0.503034,-0.0155032,-0.0134496,-0.0149248,-0.0250223,-0.0226862,0.135255,-0.00890505,-0.0126415,-0.0133348,-0.0179912,-0.0404536,0.655709,0.037918,,,0.000187325,,0.153104
current_year_pillar_earthly_cos,,,0.00541917,,0.00148782,0.00225517,0.00446492,0.00101458,-0.0132589,0.380156,-0.504967,-0.00234961,0.00148782,0.0024794,0.0240092,0.210218,,,,,,,,,-0.376514,0.0191832,0.020081,0.00012053,-0.376372,0.0218478,-0.00247912,0.039324,-0.00936522,,-0.0060895,-0.374431,-0.370634,0.000179913,0.0148541,-0.00193483,-0.000360837,-0.0131652,-0.0120767,0.00174017,0.00513704,0.00222797,0.00208121,0.00576261,-0.00454077,0.00341289,0.00881681,-0.00222797,-0.00208121,-0.00444726,-0.000448862,-0.00113587,0.0193394,0.00193483,0.000360837,0.00504243,-0.00232476,-0.0260644,0.0971617,0.0220928,0.0128409,0.21682,-0.285502,0.407738,-0.455894,-0.700147,0.129454,0.100019,1,-0.514636,0.342923,0.700147,-0.129454,-0.06032,-0.871046,0.00330807,-0.0437096,-0.0220928,-0.0128409,-0.169205,0.245822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0174756,-0.00178178,0.0188993,-0.0157369,0.385932,0.0161126,0.015609,0.00704871,-0.00873102,0.11705,-0.204347,-0.0393792,-0.0159041,0.000120344,0.0130315,-0.153562,0.571698,0.06571,-0.00804961,0.00207545,0.00593183,-0.0254159,-0.184087,-0.0482106,0.0118857,-0.00205547,-0.0281543,-0.133112,-0.0859177,0.0935197,0.0123355,0.0042538,-0.00487176,0.222663,-0.289313,-0.0997436,,,0.00541917,,0.710127
current_year_pillar_minus_heavenly,,,-0.00565188,,-0.000673904,-0.00467935,-0.00444516,0.00332318,0.00406238,-0.159509,0.987603,-0.0331881,-0.000673904,-0.00471384,-0.00255315,0.0731074,,,,,,,,,0.2903,-0.00910928,0.0118146,-0.0113295,0.300633,-0.0215994,0.00320014,-0.0380913,-0.00388722,,0.0119161,0.289301,0.288183,-0.00141038,0.00830769,0.00240287,0.00181621,-0.00855347,-0.0064391,-0.00493459,0.00144119,-0.00264369,-0.00209403,0.00466527,-0.00411307,-0.00445528,9.98462e-05,0.00264369,0.00209403,-0.00552886,0.00590068,0.00179767,0.0143704,-0.00240287,-0.00181621,0.00305823,-0.00820808,0.013634,-0.0759326,-0.025937,-0.0396537,-0.161369,0.258584,-0.132235,0.216918,0.568197,-0.142381,-0.22848,-0.514636,1,-0.222091,-0.568197,0.142381,-0.0975852,0.370489,-0.0313016,-0.0422229,0.025937,0.0396537,0.255906,-0.139161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0100257,-0.00789475,0.0125606,0.00732956,-0.648181,0.0160447,0.00815485,0.010051,-0.00738491,-0.0919032,0.268739,0.0869021,-0.00812278,-0.00863509,0.00874268,0.128424,-0.452822,-0.00850755,-0.00333976,-0.00949121,0.00929359,-0.00140479,0.0696709,0.00489458,0.00673534,0.00715141,-0.0221383,0.117792,0.48808,-0.0832885,0.00574335,0.00809069,-0.00438214,-0.178597,0.11278,0.0956451,,,-0.00565188,,-0.135532
current_year_pillar_minus_earthly,,,0.00623865,,0.00146457,0.00452566,0.0020599,-0.0007657,-0.0360762,0.141915,-0.200743,-0.0481424,0.00146457,0.00361667,0.0178782,0.102485,,,,,,,,,-0.0918424,-0.000289379,-0.017413,-0.00675144,-0.0927305,-0.0039313,-0.00749565,-0.00580489,0.00937367,,0.0111296,-0.0914462,-0.0951962,0.00251108,-0.011397,-0.00264545,-0.000997081,0.0130235,0.00741644,0.00603062,-0.0178019,-0.00153187,0.00347852,0.0128727,0.0114539,0.00168033,0.00721907,0.00153187,-0.00347852,-0.0121719,-0.00561691,-0.00282572,0.030404,0.00264545,0.000997081,-0.00233841,-0.0552077,-0.040973,0.0330954,0.000168358,-0.00558155,0.0343876,-0.0851332,0.100678,0.4074,-0.251815,0.659679,0.684379,0.342923,-0.222091,1,0.251815,-0.659679,-0.520992,-0.433138,-0.0466544,-0.0153792,-0.000168358,0.00558155,-0.0595214,0.0688035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0141356,0.0171936,0.0171703,0.0124249,-0.0500115,0.00511267,-0.0109524,-0.011654,-0.0242881,0.0064368,0.362303,-0.0212215,0.01097,0.0106422,0.0262398,-0.0325549,0.0375055,-0.00987366,0.00508116,0.00445629,0.0598782,0.0206643,-0.574863,-0.0234662,-0.00985502,-0.0145133,-0.0495275,-0.0619501,0.0735884,0.0211752,-0.00729017,-0.00429592,-0.0275142,0.0443023,0.340783,-0.00545187,,,0.00623865,,0.349438
