,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus,target
cs_base_day_current_year,0.0116185,0.0151792,0.0155509,-0.0263235,-0.798143,-0.0269888,-0.00984897,-0.0089501,-0.0207794,0.00966601,1,-0.0299384,0.00976486,0.0145265,0.0240591,-0.020671,-0.588637,-0.0171688,0.00376266,0.000440275,0.0557249,-0.0489931,-0.45722,0.0134745,-0.00752463,-0.00772671,-0.046456,0.0373749,0.632757,0.0273446,-0.00700675,-0.00871691,-0.0246123,0.0144031,0.740968,-0.00952134,-0.0943655
cs_base_day_current_month_minus,-0.00237292,-0.0107806,-0.00311125,0.0134353,-0.00291869,-0.700405,0.000681362,-0.00592769,0.00279248,-0.00646462,-0.0299384,1,-0.00207574,-0.00860297,-0.00542553,-0.171853,-0.0325962,-0.491266,-0.0034211,0.00587334,-0.00478465,-0.183626,0.006257,-0.48715,0.00288751,0.0113638,0.00306784,0.0422535,0.00190257,0.590412,0.000988869,-0.00714506,0.00545155,0.12477,0.00792,0.668112,0.0183074
cs_base_hour_minus_current_hour,0.635204,0.00253772,0.0948946,0.00166683,0.000802565,0.00337789,-0.406483,-0.00093841,-0.268349,-0.00309335,0.00976486,-0.00207574,1,0.000199549,-0.0362333,0.0038088,0.00487059,0.000581235,0.559867,-0.00114547,0.0152138,-0.00211656,0.00588994,0.00367329,-0.42948,-0.00134326,-0.11471,0.0037702,-0.00669998,-0.00687612,-0.890514,0.000810324,-0.0868772,-0.00587109,0.0035276,-0.000162291,-0.0151075
cs_base_hour_minus_current_day,0.00105048,0.663762,-0.00262659,0.000233908,-0.00482311,0.00439162,0.000494415,-0.488061,0.00151131,0.000377438,0.0145265,-0.00860297,0.000199549,1,-0.00451506,0.000497794,-0.00544808,-0.00701393,-0.00222013,0.580698,-0.000611343,0.0059451,-0.00992336,-0.000762076,-5.32942e-05,-0.489509,0.00123777,-0.00349865,0.00388015,-0.00429875,0.000758222,-0.873623,0.00368056,-0.00057097,0.0140732,0.00246851,-0.002024
cs_base_hour_minus_current_hour_minus,-0.038312,-0.00455872,0.72421,-0.00149936,-0.034223,0.00106271,-0.0309014,0.00302625,-0.526613,-0.00266928,0.0240591,-0.00542553,-0.0362333,-0.00451506,1,-0.00180666,-0.014357,0.00121126,0.354436,-0.00269395,0.555422,-0.00242422,-0.0580776,0.00527247,-0.166197,0.00425163,-0.593547,0.00234555,0.0739328,-0.00288399,-0.0522731,0.00326757,-0.878185,0.000213182,0.0140062,-0.00294822,0.005974
cs_base_hour_minus_current_month,0.00381412,0.000958458,-0.00125611,0.648678,0.00695426,0.0957571,-0.00262455,-0.012475,-0.00168577,-0.487556,-0.020671,-0.171853,0.0038088,0.000497794,-0.00180666,1,-0.0228298,-0.0384316,-5.02595e-05,0.00708824,0.00217488,0.566401,0.0540193,0.0517072,-0.00162931,0.000528576,0.000392205,-0.466845,-0.0444372,-0.160421,-0.00258971,-0.00707747,-0.000138771,-0.873911,0.0046292,-0.0314212,-0.00797601
cs_base_hour_minus_current_year,0.00583215,-0.0086114,-0.0136176,0.0126907,0.66015,0.00864191,-0.00470966,0.00422873,0.00910886,0.0318437,-0.588637,-0.0325962,0.00487059,-0.00544808,-0.014357,-0.0228298,1,-0.00686218,0.00251869,0.000486898,-0.0202582,0.00886957,0.565617,-0.00965407,-0.00407273,0.00463843,0.0277332,-0.0549603,-0.552502,0.00549635,-0.0034669,0.00256065,0.00991695,0.0507129,-0.84806,-0.0235109,0.249935
cs_base_hour_minus_current_month_minus,0.000599508,-0.0089586,0.00119656,0.103926,0.00317673,0.681055,0.000269804,0.00889808,-4.67672e-05,-0.166685,-0.0171688,-0.491266,0.000581235,-0.00701393,0.00121126,-0.0384316,-0.00686218,1,0.00232311,-0.000143373,-0.00336523,0.0739877,-0.0173059,0.586267,-0.00163053,0.000216548,0.0022401,-0.178638,0.0133063,-0.510389,-0.000247288,0.0101214,-0.000853052,-0.0222251,-0.00430712,-0.875299,0.0865529
cs_base_month_current_hour,0.382496,-0.000474252,0.344975,0.000314404,0.000610079,0.00280202,-0.573604,0.000850058,-0.474781,-0.00226882,0.00376266,-0.0034211,0.559867,-0.00222013,0.354436,-5.02595e-05,0.00251869,0.00232311,1,-0.00180367,0.0469712,6.46651e-05,0.00366922,0.00473773,-0.535691,0.000670633,-0.147031,0.000451835,-0.0041986,-0.00474588,-0.680442,0.00210225,-0.394536,-0.00132119,0.000547753,-0.00211968,-0.00854989
cs_base_month_current_day,-0.000684194,0.321578,-0.00113228,0.000594348,0.0059395,-0.00715828,0.000507736,-0.488058,0.00114636,0.00109943,0.000440275,0.00587334,-0.00114547,0.580698,-0.00269395,0.00708824,0.000486898,-0.000143373,-0.00180367,1,-0.00185492,0.00264862,-0.00449826,0.00658171,0.000927181,-0.491302,0.000802633,0.000771794,-0.00489175,0.00296558,0.000945556,-0.692944,0.00274027,-0.00622342,0.00554655,-0.000279982,0.00439634
cs_base_month_current_hour_minus,0.0820563,0.00127034,0.260567,-0.00156115,-0.0656327,0.000173663,-0.0769159,-0.00119587,-0.452272,-0.00633231,0.0557249,-0.00478465,0.0152138,-0.000611343,0.555422,0.00217488,-0.0202582,-0.00336523,0.0469712,-0.00185492,1,-0.00583967,-0.101088,0.00554789,-0.0819267,0.000280696,-0.434572,0.00951495,0.135054,-0.00544925,0.050376,0.000506455,-0.701989,-0.00715208,0.0279574,0.000388512,-0.00658351
cs_base_month_current_month,-0.00108062,0.00720416,-0.0010346,0.298469,0.0363861,0.24583,0.000319538,-0.0128963,0.00138983,-0.498407,-0.0489931,-0.183626,-0.00211656,0.0059451,-0.00242422,0.566401,0.00886957,0.0739877,6.46651e-05,0.00264862,-0.00583967,1,0.0107609,-0.0136938,-5.29148e-05,-0.0038649,0.00417785,-0.468206,-0.0407215,-0.184015,0.00137501,-0.00837013,0.00226164,-0.689851,-0.00839968,-0.0125389,0.0116155
cs_base_month_current_year,0.0058802,-0.0144531,-0.0538364,0.00870179,0.270147,0.00875862,-0.00588847,0.00778947,0.048816,-0.02134,-0.45722,0.006257,0.00588994,-0.00992336,-0.0580776,0.0540193,0.565617,-0.0173059,0.00366922,-0.00449826,-0.101088,0.0107609,1,0.012153,-0.00413478,0.0120372,0.118781,0.0294307,-0.464194,-0.0469569,-0.00497269,0.00376888,0.047506,-0.0626488,-0.743677,0.0277737,-0.293432
cs_base_month_current_month_minus,0.00303365,-0.000427959,0.00375225,0.211756,-0.000542698,0.336727,-0.00206071,-0.00818044,-0.00417864,-0.169013,0.0134745,-0.48715,0.00367329,-0.000762076,0.00527247,0.0517072,-0.00965407,0.586267,0.00473773,0.00658171,0.00554789,-0.0136938,0.012153,1,-0.00328847,-0.00154939,-0.00460795,-0.156002,-0.0150614,-0.505882,-0.00280242,-0.00220962,-0.00515155,0.00304124,0.00356402,-0.694276,-0.0233346
cs_base_year_current_hour,-0.910851,-0.000631526,-0.0185261,-0.00114982,-0.000741146,-0.00369435,0.605446,0.000930786,0.0583341,0.0036886,-0.00752463,0.00288751,-0.42948,-5.32942e-05,-0.166197,-0.00162931,-0.00407273,-0.00163053,-0.535691,0.000927181,-0.0819267,-5.29148e-05,-0.00413478,-0.00328847,1,-0.000231034,-0.136966,-0.00109382,0.00556169,0.0059731,0.314148,-0.000319891,0.241024,0.00342896,-0.00247225,0.000658666,0.0120638
cs_base_year_current_day,-0.000624007,-0.873482,0.00184849,-0.000111968,0.00186249,-0.00972877,-0.000484478,0.579779,-0.00204081,-0.00562086,-0.00772671,0.0113638,-0.00134326,-0.489509,0.00425163,0.000528576,0.00463843,0.000216548,0.000670633,-0.491302,0.000280696,-0.0038649,0.0120372,-0.00154939,-0.000231034,1,-0.000217203,0.00474527,-0.00315787,0.00672072,0.000664919,0.323962,-0.00434101,-0.00289533,-0.0112541,0.000799625,-0.0043591
cs_base_year_current_hour_minus,0.197166,-0.000295455,-0.887715,-0.000584282,0.0740962,0.000984316,-0.240724,-9.06777e-05,0.653207,0.00619759,-0.046456,0.00306784,-0.11471,0.00123777,-0.593547,0.000392205,0.0277332,0.0022401,-0.147031,0.000802633,-0.434572,0.00417785,0.118781,-0.00460795,-0.136966,-0.000217203,1,-0.00383157,-0.159823,0.00203548,0.129872,-0.00115259,0.431507,0.00271971,-0.0242529,0.00032089,-0.0129088
cs_base_year_current_month,0.00300482,-0.00751656,-0.00108623,-0.874833,-0.0587561,-0.0475724,-0.00375501,0.0103652,-0.000346924,0.578803,0.0373749,0.0422535,0.0037702,-0.00349865,0.00234555,-0.466845,-0.0549603,-0.178638,0.000451835,0.000771794,0.00951495,-0.468206,0.0294307,-0.156002,-0.00109382,0.00474527,-0.00383157,1,0.0270634,-0.024111,-0.00362099,0.00356079,-0.00290472,0.295418,0.0178327,0.227069,-0.0438769
cs_base_year_current_year,-0.00760692,0.00807723,0.0711215,-0.0369449,-0.871433,-0.00378678,0.00660088,-0.00309741,-0.0655889,0.0212611,0.632757,0.00190257,-0.00669998,0.00388015,0.0739328,-0.0444372,-0.552502,0.0133063,-0.0041986,-0.00489175,0.135054,-0.0407215,-0.464194,-0.0150614,0.00556169,-0.00315787,-0.159823,0.0270634,1,0.0288501,0.0051792,-0.000389219,-0.0607369,0.0417877,0.420279,-0.00713684,0.00208548
cs_base_year_current_month_minus,-0.00752598,-0.00765061,-0.00143747,-0.0300564,-0.00499747,-0.874934,0.00535955,-0.00396019,0.00421836,0.0837121,0.0273446,0.590412,-0.00687612,-0.00429875,-0.00288399,-0.160421,0.00549635,-0.510389,-0.00474588,0.00296558,-0.00544925,-0.184015,-0.0469569,-0.505882,0.0059731,0.00672072,0.00203548,-0.024111,0.0288501,1,0.00492683,-0.00438037,0.00436347,0.233523,0.0130753,0.348719,0.0128654
cs_base_month_minus_current_hour,-0.436489,-0.00119392,-0.146561,-0.000644952,-0.000621716,-0.00207496,0.566497,-0.000157863,0.26302,0.0025616,-0.00700675,0.000988869,-0.890514,0.000758222,-0.0522731,-0.00258971,-0.0034669,-0.000247288,-0.680442,0.000945556,0.050376,0.00137501,-0.00497269,-0.00280242,0.314148,0.000664919,0.129872,-0.00362099,0.0051792,0.00492683,1,-0.0010189,0.086469,0.00481369,-0.00247748,-0.000199183,0.0117496
cs_base_month_minus_current_day,-0.000296698,-0.490039,0.00219456,-0.00408207,0.00150187,0.0107637,2.86447e-05,0.665075,-0.00118391,0.00623484,-0.00871691,-0.00714506,0.000810324,-0.873623,0.00326757,-0.00707747,0.00256065,0.0101214,0.00210225,-0.692944,0.000506455,-0.00837013,0.00376888,-0.00220962,-0.000319891,0.323962,-0.00115259,0.00356079,-0.000389219,-0.00438037,-0.0010189,1,-0.0026454,0.00862801,-0.00834035,-0.00597949,0.00418918
cs_base_month_minus_current_hour_minus,-0.105283,0.00397902,-0.558928,0.000765886,0.028918,-0.00196566,0.103156,-0.00248594,0.687424,0.00356593,-0.0246123,0.00545155,-0.0868772,0.00368056,-0.878185,-0.000138771,0.00991695,-0.000853052,-0.394536,0.00274027,-0.701989,0.00226164,0.047506,-0.00515155,0.241024,-0.00434101,0.431507,-0.00290472,-0.0607369,0.00436347,0.086469,-0.0026454,1,0.00225174,-0.0129904,0.00240428,0.00102678
cs_base_month_minus_current_month,-0.00610994,-0.000598134,0.000669656,-0.460937,0.00957137,-0.171743,0.00545242,0.0129082,0.00329614,0.656627,0.0144031,0.12477,-0.00587109,-0.00057097,0.000213182,-0.873911,0.0507129,-0.0222251,-0.00132119,-0.00622342,-0.00715208,-0.689851,-0.0626488,0.00304124,0.00342896,-0.00289533,0.00271971,0.295418,0.0417877,0.233523,0.00481369,0.00862801,0.00225174,1,-0.0205272,-0.0317369,0.0218503
cs_base_month_minus_current_year,0.00431103,0.0159361,0.00876605,0.00128555,-0.500713,-0.0117989,-0.00357527,-0.0097156,-0.00965753,-0.0246725,0.740968,0.00792,0.0035276,0.0140732,0.0140062,0.0046292,-0.84806,-0.00430712,0.000547753,0.00554655,0.0279574,-0.00839968,-0.743677,0.00356402,-0.00247225,-0.0112541,-0.0242529,0.0178327,0.420279,0.0130753,-0.00247748,-0.00834035,-0.0129904,-0.0205272,1,0.0110936,-0.0478564
cs_base_month_minus_current_month_minus,0.00046732,0.00493185,-0.00218181,-0.164585,-0.0128942,-0.514565,-0.0013478,-0.00351267,0.000789938,0.0957192,-0.00952134,0.668112,-0.000162291,0.00246851,-0.00294822,-0.0314212,-0.0235109,-0.875299,-0.00211968,-0.000279982,0.000388512,-0.0125389,0.0277737,-0.694276,0.000658666,0.000799625,0.00032089,0.227069,-0.00713684,0.348719,-0.000199183,-0.00597949,0.00240428,-0.0317369,0.0110936,1,-0.0606345
target,-0.0169987,-0.00188908,0.0117621,0.014164,0.211377,0.0417277,0.0152205,0.00497583,-0.00180832,0.00945021,-0.0943655,0.0183074,-0.0151075,-0.002024,0.005974,-0.00797601,0.249935,0.0865529,-0.00854989,0.00439634,-0.00658351,0.0116155,-0.293432,-0.0233346,0.0120638,-0.0043591,-0.0129088,-0.0438769,0.00208548,0.0128654,0.0117496,0.00418918,0.00102678,0.0218503,-0.0478564,-0.0606345,1
