,time,Open,High,Low,Close,stock_code,ric_code,uuid,last_modified_date,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,year,month,day,hour,dayofweek,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos
1023,2019-07-12 11:00:00+08:00,28517,28609,28516,28570,HSI,^HSI,15952310200178335011,2025-06-04 01:47:50.689417+08:00,壬午,乙丑,庚申,丁丑,辛未,甲寅,己未,丙子,壬午,庚子,丙未,己丑,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,7,12,11,4,3,False,False,False,False,False,False,193,28,壬,午,-0.951057,0.309017,1.22465e-16,-1,乙,丑,0.587785,0.809017,0.5,0.866025,庚,申,-0.587785,-0.809017,-0.866025,-0.5,丁,丑,0.951057,-0.309017,0.5,0.866025,辛,未,-0.951057,-0.309017,-0.5,-0.866025,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,丙,子,0.951057,0.309017,0,1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
1024,2019-07-12 13:00:00+08:00,28571,28574,28494,28498,HSI,^HSI,10064659716980390406,2025-06-04 01:47:50.689417+08:00,癸未,乙丑,庚申,戊寅,辛未,甲寅,己未,丙子,癸未,乙子,丙未,己丑,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,7,12,13,4,3,False,False,False,False,False,False,193,28,癸,未,-0.587785,0.809017,-0.5,-0.866025,乙,丑,0.587785,0.809017,0.5,0.866025,庚,申,-0.587785,-0.809017,-0.866025,-0.5,戊,寅,0.587785,-0.809017,0.866025,0.5,辛,未,-0.951057,-0.309017,-0.5,-0.866025,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,丙,子,0.951057,0.309017,0,1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
1025,2019-07-12 15:00:00+08:00,28498,28545,28481,28539,HSI,^HSI,13156986522328032472,2025-06-04 01:47:50.689417+08:00,甲申,乙丑,庚申,己卯,辛未,甲寅,己未,丙子,甲申,乙丑,丙未,己丑,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,7,12,15,4,3,False,False,False,False,False,False,193,28,甲,申,0,1,-0.866025,-0.5,乙,丑,0.587785,0.809017,0.5,0.866025,庚,申,-0.587785,-0.809017,-0.866025,-0.5,己,卯,1.22465e-16,-1,1,6.12323e-17,辛,未,-0.951057,-0.309017,-0.5,-0.866025,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,丙,子,0.951057,0.309017,0,1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
1031,2019-07-15 09:00:00+08:00,28358,28535,28052,28470,HSI,^HSI,6205083950165023356,2025-06-04 01:47:50.689417+08:00,丁巳,癸丑,戊申,壬子,辛未,甲寅,己未,丙子,丁巳,癸寅,丁未,己丑,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,7,15,9,0,3,False,False,False,False,False,False,196,29,丁,巳,0.951057,-0.309017,0.5,-0.866025,癸,丑,-0.587785,0.809017,0.5,0.866025,戊,申,0.587785,-0.809017,-0.866025,-0.5,壬,子,-0.951057,0.309017,0,1,辛,未,-0.951057,-0.309017,-0.5,-0.866025,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,丙,子,0.951057,0.309017,0,1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
1032,2019-07-15 11:00:00+08:00,28471,28598,28464,28564,HSI,^HSI,12449752529876810664,2025-06-04 01:47:50.689417+08:00,戊午,戊辰,癸亥,癸丑,辛未,甲寅,己未,丙子,戊午,癸卯,丁未,己丑,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,7,15,11,0,3,False,False,False,False,False,False,196,29,戊,午,0.587785,-0.809017,1.22465e-16,-1,戊,辰,0.587785,-0.809017,0.866025,-0.5,癸,亥,-0.587785,0.809017,-0.5,0.866025,癸,丑,-0.587785,0.809017,0.5,0.866025,辛,未,-0.951057,-0.309017,-0.5,-0.866025,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,丙,子,0.951057,0.309017,0,1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
1033,2019-07-15 13:00:00+08:00,28564,28575,28487,28550,HSI,^HSI,9693480730241357333,2025-06-04 01:47:50.689417+08:00,己未,戊辰,癸亥,甲寅,辛未,甲寅,己未,丙子,己未,戊卯,丁未,己丑,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,7,15,13,0,3,False,False,False,False,False,False,196,29,己,未,1.22465e-16,-1,-0.5,-0.866025,戊,辰,0.587785,-0.809017,0.866025,-0.5,癸,亥,-0.587785,0.809017,-0.5,0.866025,甲,寅,0,1,0.866025,0.5,辛,未,-0.951057,-0.309017,-0.5,-0.866025,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,丙,子,0.951057,0.309017,0,1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
1034,2019-07-15 15:00:00+08:00,28550,28584,28502,28523,HSI,^HSI,15954456493694660608,2025-06-04 01:47:50.689417+08:00,庚申,戊辰,癸亥,乙卯,辛未,甲寅,己未,丙子,庚申,戊辰,丁未,己丑,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,7,15,15,0,3,False,False,False,False,False,False,196,29,庚,申,-0.587785,-0.809017,-0.866025,-0.5,戊,辰,0.587785,-0.809017,0.866025,-0.5,癸,亥,-0.587785,0.809017,-0.5,0.866025,乙,卯,0.587785,0.809017,1,6.12323e-17,辛,未,-0.951057,-0.309017,-0.5,-0.866025,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,丙,子,0.951057,0.309017,0,1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
1040,2019-07-16 09:00:00+08:00,28613,28648,28474,28591,HSI,^HSI,11277298079302823684,2025-06-04 01:47:50.689417+08:00,己巳,甲寅,己酉,甲子,辛未,甲寅,己未,丙子,己巳,甲卯,丁未,己丑,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,7,16,9,1,3,False,False,False,False,False,False,197,29,己,巳,1.22465e-16,-1,0.5,-0.866025,甲,寅,0,1,0.866025,0.5,己,酉,1.22465e-16,-1,-1,-1.83697e-16,甲,子,0,1,0,1,辛,未,-0.951057,-0.309017,-0.5,-0.866025,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,丙,子,0.951057,0.309017,0,1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
1041,2019-07-16 11:00:00+08:00,28591,28630,28573,28591,HSI,^HSI,2575090505898782019,2025-06-04 01:47:50.689417+08:00,庚午,己巳,甲子,乙丑,辛未,甲寅,己未,丙子,庚午,甲辰,丁未,己丑,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,7,16,11,1,3,False,False,False,False,False,False,197,29,庚,午,-0.587785,-0.809017,1.22465e-16,-1,己,巳,1.22465e-16,-1,0.5,-0.866025,甲,子,0,1,0,1,乙,丑,0.587785,0.809017,0.5,0.866025,辛,未,-0.951057,-0.309017,-0.5,-0.866025,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,丙,子,0.951057,0.309017,0,1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
1042,2019-07-16 13:00:00+08:00,28593,28661,28566,28609,HSI,^HSI,13486206606081916598,2025-06-04 01:47:50.689417+08:00,辛未,己巳,甲子,丙寅,辛未,甲寅,己未,丙子,辛未,己辰,丁未,己丑,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,7,16,13,1,3,False,False,False,False,False,False,197,29,辛,未,-0.951057,-0.309017,-0.5,-0.866025,己,巳,1.22465e-16,-1,0.5,-0.866025,甲,子,0,1,0,1,丙,寅,0.951057,0.309017,0.866025,0.5,辛,未,-0.951057,-0.309017,-0.5,-0.866025,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,丙,子,0.951057,0.309017,0,1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
1043,2019-07-16 15:00:00+08:00,28608,28641,28580,28622,HSI,^HSI,1013647524049473751,2025-06-04 01:47:50.689417+08:00,壬申,己巳,甲子,丁卯,辛未,甲寅,己未,丙子,壬申,己巳,丁未,己丑,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,7,16,15,1,3,False,False,False,False,False,False,197,29,壬,申,-0.951057,0.309017,-0.866025,-0.5,己,巳,1.22465e-16,-1,0.5,-0.866025,甲,子,0,1,0,1,丁,卯,0.951057,-0.309017,1,6.12323e-17,辛,未,-0.951057,-0.309017,-0.5,-0.866025,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,丙,子,0.951057,0.309017,0,1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
1049,2019-07-17 09:00:00+08:00,28472,28585,28358,28475,HSI,^HSI,266578525485107726,2025-06-04 01:47:50.689417+08:00,辛巳,乙卯,庚戌,丙子,辛未,甲寅,己未,丙子,辛巳,乙辰,壬未,己丑,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,7,17,9,2,3,False,False,False,False,False,False,198,29,辛,巳,-0.951057,-0.309017,0.5,-0.866025,乙,卯,0.587785,0.809017,1,6.12323e-17,庚,戌,-0.587785,-0.809017,-0.866025,0.5,丙,子,0.951057,0.309017,0,1,辛,未,-0.951057,-0.309017,-0.5,-0.866025,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,丙,子,0.951057,0.309017,0,1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
1050,2019-07-17 11:00:00+08:00,28474,28560,28460,28543,HSI,^HSI,8320351999020401882,2025-06-04 01:47:50.689417+08:00,壬午,庚午,乙丑,丁丑,辛未,甲寅,己未,丙子,壬午,乙巳,壬未,己丑,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,7,17,11,2,3,False,False,False,False,False,False,198,29,壬,午,-0.951057,0.309017,1.22465e-16,-1,庚,午,-0.587785,-0.809017,1.22465e-16,-1,乙,丑,0.587785,0.809017,0.5,0.866025,丁,丑,0.951057,-0.309017,0.5,0.866025,辛,未,-0.951057,-0.309017,-0.5,-0.866025,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,丙,子,0.951057,0.309017,0,1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
1051,2019-07-17 13:00:00+08:00,28536,28581,28520,28549,HSI,^HSI,8186312037223572468,2025-06-04 01:47:50.689417+08:00,癸未,庚午,乙丑,戊寅,辛未,甲寅,己未,丙子,癸未,庚巳,壬未,己丑,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,7,17,13,2,3,False,False,False,False,False,False,198,29,癸,未,-0.587785,0.809017,-0.5,-0.866025,庚,午,-0.587785,-0.809017,1.22465e-16,-1,乙,丑,0.587785,0.809017,0.5,0.866025,戊,寅,0.587785,-0.809017,0.866025,0.5,辛,未,-0.951057,-0.309017,-0.5,-0.866025,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,丙,子,0.951057,0.309017,0,1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
1052,2019-07-17 15:00:00+08:00,28548,28647,28542,28616,HSI,^HSI,1979693015041910146,2025-06-04 01:47:50.689417+08:00,甲申,庚午,乙丑,己卯,辛未,甲寅,己未,丙子,甲申,庚午,壬未,己丑,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,7,17,15,2,3,False,False,False,False,False,False,198,29,甲,申,0,1,-0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,乙,丑,0.587785,0.809017,0.5,0.866025,己,卯,1.22465e-16,-1,1,6.12323e-17,辛,未,-0.951057,-0.309017,-0.5,-0.866025,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,丙,子,0.951057,0.309017,0,1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
1058,2019-07-18 09:00:00+08:00,28311,28523,28311,28491,HSI,^HSI,14731258446338278538,2025-06-04 01:47:50.689417+08:00,癸巳,丙辰,辛亥,戊子,辛未,甲寅,己未,丙子,癸巳,丙巳,壬未,己丑,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,7,18,9,3,3,False,False,False,False,False,False,199,29,癸,巳,-0.587785,0.809017,0.5,-0.866025,丙,辰,0.951057,0.309017,0.866025,-0.5,辛,亥,-0.951057,-0.309017,-0.5,0.866025,戊,子,0.587785,-0.809017,0,1,辛,未,-0.951057,-0.309017,-0.5,-0.866025,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,丙,子,0.951057,0.309017,0,1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
1059,2019-07-18 11:00:00+08:00,28492,28516,28446,28469,HSI,^HSI,8848702703143581440,2025-06-04 01:47:50.689417+08:00,甲午,辛未,丙寅,己丑,辛未,甲寅,己未,丙子,甲午,丙午,壬未,己丑,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,7,18,11,3,3,False,False,False,False,False,False,199,29,甲,午,0,1,1.22465e-16,-1,辛,未,-0.951057,-0.309017,-0.5,-0.866025,丙,寅,0.951057,0.309017,0.866025,0.5,己,丑,1.22465e-16,-1,0.5,0.866025,辛,未,-0.951057,-0.309017,-0.5,-0.866025,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,丙,子,0.951057,0.309017,0,1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
1060,2019-07-18 13:00:00+08:00,28465,28471,28398,28407,HSI,^HSI,14539473906871816293,2025-06-04 01:47:50.689417+08:00,乙未,辛未,丙寅,庚寅,辛未,甲寅,己未,丙子,乙未,辛午,壬未,己丑,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,7,18,13,3,3,False,False,False,False,False,False,199,29,乙,未,0.587785,0.809017,-0.5,-0.866025,辛,未,-0.951057,-0.309017,-0.5,-0.866025,丙,寅,0.951057,0.309017,0.866025,0.5,庚,寅,-0.587785,-0.809017,0.866025,0.5,辛,未,-0.951057,-0.309017,-0.5,-0.866025,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,丙,子,0.951057,0.309017,0,1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
1061,2019-07-18 15:00:00+08:00,28406,28468,28399,28427,HSI,^HSI,18311525071182743354,2025-06-04 01:47:50.689417+08:00,丙申,辛未,丙寅,辛卯,辛未,甲寅,己未,丙子,丙申,辛未,壬未,己丑,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,7,18,15,3,3,False,False,False,False,False,False,199,29,丙,申,0.951057,0.309017,-0.866025,-0.5,辛,未,-0.951057,-0.309017,-0.5,-0.866025,丙,寅,0.951057,0.309017,0.866025,0.5,辛,卯,-0.951057,-0.309017,1,6.12323e-17,辛,未,-0.951057,-0.309017,-0.5,-0.866025,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,丙,子,0.951057,0.309017,0,1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
1067,2019-07-19 09:00:00+08:00,28618,28830,28591,28791,HSI,^HSI,2147160769695908468,2025-06-04 01:47:50.689417+08:00,乙巳,丁巳,壬子,庚子,辛未,甲寅,己未,丙子,乙巳,丁午,壬未,己丑,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,7,19,9,4,3,False,False,False,False,False,False,200,29,乙,巳,0.587785,0.809017,0.5,-0.866025,丁,巳,0.951057,-0.309017,0.5,-0.866025,壬,子,-0.951057,0.309017,0,1,庚,子,-0.587785,-0.809017,0,1,辛,未,-0.951057,-0.309017,-0.5,-0.866025,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,丙,子,0.951057,0.309017,0,1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
