,time,stock_code_x,ric_code_x,uuid_x,last_modified_date_x,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,month,day,hour,dayofweek,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus,stock_code_y,ric_code_y,uuid_y,last_modified_date_y,target
current_day_pillar_minus_heavenly,-0.00213893,,,-0.00284602,,0.10042,-0.16044,0.995141,-0.165993,-0.000211709,-0.00443868,-0.00245278,-0.00630222,0.320076,-0.160379,-0.016672,-0.00110167,,,,,,,,,-0.0031505,0.0227567,,0.00698884,-0.0046052,0.0116958,0.0385517,0.0102516,0.0446213,,0.0135811,-0.00128868,6.47998e-06,0.10042,,-0.12196,0.341905,,,-0.160368,-0.00116291,0.665043,-0.0288485,0.0136619,-0.00907977,1,-0.0142239,-0.665043,0.0288485,-0.0198231,0.00753672,-0.169072,0.0032588,0.12196,-0.341905,-0.0032588,-0.0028574,0.000735011,-0.0100961,0.00535386,-0.000787898,0.00204762,0.00518088,-0.00424688,0.000279485,-0.00101494,0.00292167,0.00522504,0.00294051,-0.00326418,0.00331488,0.00101494,-0.00292167,-0.00503787,-0.004461,-0.00437492,-0.0233208,-0.00535386,0.000787898,-0.00916187,-0.00576262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0116346,0.0032588,0.00704895,0.00110017,0.000918016,,0.0117974,-0.0032588,-0.0125593,0.00015619,-0.0140862,,-0.0122445,0.0032588,0.00216482,-0.00320631,-0.00864733,,-0.0050957,0.0032588,-0.000616982,-0.00728534,0.00473287,,0.00604459,-0.0032588,-0.00340309,0.00184641,-0.00382553,,0.0151236,-0.0032588,-0.00276371,0.0050426,-0.00365271,,,-0.00284602,,-0.000319972
current_day_pillar_minus_earthly,-0.00321889,,,0.0272281,,0.0105028,0.0165193,0.0804753,-0.00220699,-0.0227394,0.00396542,0.00704742,0.0101208,0.0152528,-0.0158223,0.00858003,0.00681783,,,,,,,,,0.00350834,-0.00121506,,-0.0108616,0.00302874,0.0073231,0.0120374,0.0245623,0.0328653,,0.0182835,0.00338541,-0.00683651,0.0105028,,-0.00300964,0.0172867,,,0.0100821,-0.000117246,-0.00492321,-0.00649986,0.307941,0.373484,-0.0142239,1,0.00492321,0.00649986,-0.349247,-0.43487,-0.00180559,-0.00245246,0.00300964,-0.0172867,0.00245246,0.00747355,-0.0211895,-0.0112849,0.0118836,-0.012087,0.00718436,0.00542766,0.00374385,-0.00695331,-0.00210048,-0.00458688,-0.00289864,0.00308742,0.00717919,-0.00309447,0.00210048,0.00458688,-0.00572873,-0.0023759,0.0100949,0.000859883,-0.0118836,0.012087,-0.00802384,-0.00632188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.194865,-0.00245246,-1.4756e-05,-0.00864582,0.0178535,,0.132096,0.00245246,0.000848549,0.00224391,-0.0225218,,0.226412,-0.00245246,0.000922436,-0.00566611,0.00115195,,-0.29873,-0.00245246,-0.00408081,-0.00216788,0.00235333,,-0.0286662,0.00245246,0.00510226,0.00941168,-0.0147815,,-0.00850104,0.00245246,1.6627e-05,0.00192254,-0.00609155,,,0.0272281,,0.00324985
current_day_pillar_minus_heavenly_sin,0.00147311,,,0.0312584,,7.64184e-05,0.658055,-0.661782,0.00475311,0.00365399,0.0088653,-0.00435363,0.00520101,-0.00129806,0.658694,0.0102599,-0.00112158,,,,,,,,,0.00489588,-0.036338,,-0.00281149,0.00410833,-0.00490517,-0.0238244,-0.00014804,-0.00336874,,0.0169321,0.0018966,-0.00215418,7.64184e-05,,0.00503292,-0.00294419,,,0.661234,-0.00207827,-1,-0.0055763,-0.00648755,0.015409,-0.665043,0.00492321,1,0.0055763,0.0179147,-0.0188475,0.00515315,-0.00185306,-0.00503292,0.00294419,0.00185306,0.00147871,0.00271252,0.0112778,-0.0130688,0.00603151,-0.0100079,-0.00635009,0.00885777,-0.00466777,-0.00610968,0.00471033,0.00273338,0.00178804,-0.00404303,0.00112004,0.00610968,-0.00471033,-0.00352874,-0.000291828,0.00509243,0.00952261,0.0130688,-0.00603151,0.0217296,0.000867367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00124821,-0.00185306,-0.00650348,0.00198703,0.024969,,-0.00087614,0.00185306,0.00323647,-0.00166747,-0.0107077,,0.00113677,-0.00185306,-0.00736004,0.00469127,0.0412144,,-0.0080474,-0.00185306,-0.00240523,0.00383586,0.026952,,0.00562946,0.00185306,0.00536019,-0.00234586,-0.0225528,,-0.0010526,0.00185306,0.0038898,-0.00305014,-0.0263673,,,0.0312584,,-0.00415038
current_day_pillar_minus_heavenly_cos,-0.00116611,,,0.00421587,,-0.00435014,-0.0249302,0.0292133,0.00450894,-0.0500952,0.0102289,-0.00297916,0.0291342,0.00160042,-0.0262648,-0.00399745,-0.000250383,,,,,,,,,0.00691491,-0.0125671,,0.00530659,0.00593309,0.0234009,0.0200731,0.00971728,0.0208681,,0.0122385,0.00587056,7.27509e-05,-0.00435014,,0.000670831,0.00166176,,,-0.0257561,0.00707259,-0.0055763,-1,-0.00267067,-0.00874155,0.0288485,0.00649986,0.0055763,1,0.00554365,0.0201292,0.000566198,0.0226297,-0.000670831,-0.00166176,-0.0226297,-0.0156887,-0.0508973,0.0005612,-0.0017649,-0.00889542,-0.00102008,-0.00604947,0.00923593,0.0143272,-0.00182646,-0.00935808,-0.00801805,0.00247791,-0.00332116,0.0033998,0.00182646,0.00935808,0.0122267,-0.00444341,0.0313506,-0.010961,0.0017649,0.00889542,-0.00420205,-0.021828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00442707,0.0226297,-0.00936653,-0.00840514,-0.00476066,,-0.00370808,-0.0226297,0.00504592,0.0100655,0.00710889,,0.00884006,0.0226297,-0.00761339,-0.00301842,0.0181508,,0.0113949,0.0226297,0.00265845,-0.0087189,0.0260877,,-0.00829875,-0.0226297,0.00542998,0.0136397,0.00192187,,-0.00819153,-0.0226297,0.00419911,0.00151312,-0.0184255,,,0.00421587,,-0.00188981
current_day_pillar_minus_earthly_sin,0.00436564,,,-0.0311175,,0.000452966,0.0275541,-0.0465489,0.0189122,0.0148047,0.0019397,-0.00563932,-0.00704703,-0.00564953,0.0430307,0.00037471,0.0143587,,,,,,,,,-0.0174751,0.0143323,,0.000140876,-0.0161758,-0.0256554,0.00701054,0.00244611,0.0301004,,-0.0399565,-0.0163447,-0.00466376,0.000452966,,0.018308,-0.0119411,,,0.00502408,0.295264,-0.0179147,-0.00554365,-0.865465,0.0158367,-0.0198231,-0.349247,0.0179147,0.00554365,1,-0.00505739,0.0183777,0.00462351,-0.018308,0.0119411,-0.00462351,-0.00963232,0.0148176,-0.0133352,-0.00502362,-0.00376114,0.000890379,-0.0107589,0.00174811,-0.000760091,0.00155892,0.00554626,0.00722278,-0.00534662,-0.00615218,-0.00178614,-0.00155892,-0.00554626,-0.00404324,0.00934775,-0.00702351,0.000221068,0.00502362,0.00376114,-0.00756924,0.00553439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.176389,0.00462351,0.0238572,-0.00265526,-0.0331915,,-0.292514,-0.00462351,-0.0283719,0.00669763,0.0271927,,-0.0965525,0.00462351,0.0253955,-0.00238682,-0.0367386,,0.111685,0.00462351,0.0375242,0.00206037,-0.0306379,,0.275847,-0.00462351,-0.0338568,0.0020554,0.0341874,,-0.243565,-0.00462351,-0.0318881,0.0050061,0.0297421,,,-0.0311175,,-0.00842379
current_day_pillar_minus_earthly_cos,-0.00437166,,,-0.0377416,,0.00394525,0.0197814,-0.0343728,-0.00899826,0.005439,-0.013849,-0.00825702,-0.0192138,-0.0216065,0.00322241,-0.0672298,-0.017198,,,,,,,,,0.00969254,-0.0064355,,0.00386399,0.00530226,0.00307017,-0.00201174,-0.0357056,-0.00582575,,0.0157693,0.0091341,0.00930957,0.00394525,,-0.0106456,-0.0196749,,,-0.0176612,0.385871,0.0188475,-0.0201292,-0.0171025,-0.866587,0.00753672,-0.43487,-0.0188475,0.0201292,-0.00505739,1,-0.0107416,0.00907158,0.0106456,0.0196749,-0.00907158,-0.00549252,0.00329438,0.0208942,-0.00988969,-0.00173598,-0.00832671,0.00609334,-0.0117275,0.00537276,0.0100081,-0.00103367,-0.000928237,-0.00414751,-0.00980435,-0.00514033,-0.0100081,0.00103367,0.00642539,0.00166161,-0.0226551,0.0359034,0.00988969,0.00173598,-0.00332452,-0.0149517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.248757,0.00907158,0.00808689,0.00596998,-0.0221683,,0.108347,-0.00907158,0.00155293,-0.00392761,0.028798,,-0.297343,0.00907158,0.0080963,-0.00149659,0.0139409,,0.275783,0.00907158,-0.003732,-0.00187508,0.0130328,,-0.0959547,-0.00907158,-0.00739938,-0.00248994,0.0133292,,0.194603,-0.00907158,-0.00146178,0.000864675,-0.00870836,,,-0.0377416,,0.000909705
current_hour_pillar_minus_heavenly,0.00134574,,,0.0251502,,-0.101959,-0.161899,-0.168443,0.98464,-0.00946501,0.00453614,0.00282088,-0.0188477,0.299286,-0.161123,0.0172173,0.00231525,,,,,,,,,0.00617761,-0.00885303,,0.00420055,0.00866001,-0.0261873,-0.0497893,-0.000443851,-0.039326,,-0.0455401,0.00546707,0.00868852,-0.101959,,0.995908,-0.000145917,,,-0.162586,-0.000713422,-0.00515315,-0.000566198,-0.00787717,0.0157284,-0.169072,-0.00180559,0.00515315,0.000566198,0.0183777,-0.0107416,1,-0.00295419,-0.995908,0.000145917,0.00295419,0.00247242,-0.00851386,-0.0103551,-0.00900034,0.000152138,0.0121005,0.00213254,0.00474079,-0.00707291,-0.00356022,0.00403571,0.00295873,0.000894039,0.00281789,0.000352361,0.00356022,-0.00403571,-0.00508094,0.00153008,-0.0193053,0.00125932,0.00900034,-0.000152138,-0.0136839,-0.000437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00209789,-0.00295419,0.000360119,0.00154481,-0.000931301,,0.00273563,0.00295419,0.00732398,-0.00187795,-0.00784241,,-0.0025239,-0.00295419,0.00689099,0.00537355,-0.00746686,,-0.0105989,-0.00295419,0.00802218,0.00600826,0.000104166,,0.00932942,0.00295419,-0.00404582,-0.00233864,0.00207082,,0.00128862,0.00295419,-0.000153034,-0.00381771,0.00126811,,,0.0251502,,-0.00249732
current_hour_pillar_minus_earthly,-0.15605,,,-0.02533,,-0.0121961,-7.37639e-06,0.00334659,0.17169,0.0685299,0.134646,0.0606014,-0.00306402,0.00482927,-0.000558867,-0.0340381,0.161205,,,,,,,,,0.0329411,0.00775886,,0.00250177,0.0354772,-0.00387816,-0.0153793,-0.00951659,-0.0084833,,0.00167943,0.0326468,0.0305386,-0.0121961,,-0.00351033,0.00733592,,,-0.00151646,0.0157277,0.00185306,-0.0226297,-0.00574641,-0.00541994,0.0032588,-0.00245246,-0.00185306,0.0226297,0.00462351,0.00907158,-0.00295419,1,0.00351033,-0.00733592,-1,-0.658547,0.0674342,0.0224419,-0.0168905,0.020382,-0.030978,0.0108633,0.187359,0.248252,-0.0102628,0.121164,0.160971,0.100258,0.0581008,0.230199,0.0102628,-0.121164,-0.232781,-0.403035,-0.00380328,-0.00738481,0.0168905,-0.020382,0.022887,-0.0133725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0057292,1,-0.0082342,-0.297357,-0.00298097,,0.00188627,-1,-0.00831926,0.228454,0.00439291,,-0.0129428,1,-0.00653776,-0.137701,0.000931335,,-0.0102886,1,-0.0110729,-0.491664,0.00464396,,0.00439976,-1,0.014876,0.628831,-0.00370539,,0.0119685,-1,-0.0032812,0.154262,-0.000661745,,,-0.02533,,0.0378856
current_hour_pillar_minus_heavenly_sin,-0.00101912,,,-0.0294223,,0.0738743,0.114838,0.121643,-0.980511,0.00925687,-0.00403488,-0.00274939,0.0192398,-0.306605,0.114024,-0.0166343,-0.00181402,,,,,,,,,-0.00649633,0.00870275,,-0.00494085,-0.00884266,0.0277655,0.047975,0.000451017,0.0364633,,0.0453223,-0.00579454,-0.00885034,0.0738743,,-1,0.000720998,,,0.11526,0.00125638,0.00503292,0.000670831,0.0075816,-0.015607,0.12196,0.00300964,-0.00503292,-0.000670831,-0.018308,0.0106456,-0.995908,0.00351033,1,-0.000720998,-0.00351033,-0.00309262,0.00825822,0.010803,0.00971281,-0.00105122,-0.011571,-0.00188533,-0.00426426,0.00740299,0.00337393,-0.00448368,-0.00354944,-0.00106903,-0.00270317,-0.000781127,-0.00337393,0.00448368,0.00609608,-0.00135738,0.0196298,-0.000625882,-0.00971281,0.00105122,0.0135395,0.000446344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00180245,0.00351033,-0.00073556,-0.00126306,-0.000464109,,-0.00190179,-0.00351033,-0.00686029,0.00173691,0.00921777,,0.00217883,0.00351033,-0.00701274,-0.00491286,0.00655822,,0.0102367,0.00351033,-0.00870943,-0.00555226,-0.00133542,,-0.00915239,-0.00351033,0.00435613,0.00212794,-0.000404587,,-0.000913412,-0.00351033,0.000404001,0.0032751,-0.00033101,,,-0.0294223,,0.00241921
current_hour_pillar_minus_heavenly_cos,0.00177744,,,-0.00657326,,-0.0489631,-0.335894,-0.342048,-0.0011371,0.00204917,-0.00944836,0.0144655,-0.00714932,-0.947348,-0.335624,0.0151054,-0.00107194,,,,,,,,,-2.10659e-05,0.0122605,,-0.00318135,0.00200122,-0.0369037,-0.0131833,-0.0586765,-0.0360343,,-0.0150035,0.00104148,0.000218572,-0.0489631,,0.000720998,-1,,,-0.338031,0.00816377,-0.00294419,0.00166176,-0.0166178,-0.00862764,-0.341905,-0.0172867,0.00294419,-0.00166176,0.0119411,0.0196749,0.000145917,-0.00733592,-0.000720998,1,0.00733592,0.00450653,0.00142439,0.00480087,-0.00171869,0.00292065,-0.00177687,-0.00146315,-0.00958541,0.00517514,0.0121766,-0.0102587,-0.00859731,-0.00953664,0.0136779,-0.00569804,-0.0121766,0.0102587,0.00549535,0.0102932,-0.00926919,0.02314,0.00171869,-0.00292065,-0.00159606,4.67479e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0024399,-0.00733592,-0.00720844,-0.00980433,-0.014449,,-0.00619407,0.00733592,0.0064847,0.00444038,0.0190725,,-0.000383274,-0.00733592,0.00244613,-0.00676581,-0.00424485,,0.00774206,-0.00733592,0.00327367,0.00549889,-0.014639,,0.00162562,0.00733592,0.00640087,0.00302434,0.0202344,,-0.00590425,0.00733592,-0.00590123,3.58244e-05,0.00992053,,,-0.00657326,,0.000108903
current_hour_pillar_minus_earthly_sin,0.15605,,,0.02533,,0.0121961,7.37639e-06,-0.00334659,-0.17169,-0.0685299,-0.134646,-0.0606014,0.00306402,-0.00482927,0.000558867,0.0340381,-0.161205,,,,,,,,,-0.0329411,-0.00775886,,-0.00250177,-0.0354772,0.00387816,0.0153793,0.00951659,0.0084833,,-0.00167943,-0.0326468,-0.0305386,0.0121961,,0.00351033,-0.00733592,,,0.00151646,-0.0157277,-0.00185306,0.0226297,0.00574641,0.00541994,-0.0032588,0.00245246,0.00185306,-0.0226297,-0.00462351,-0.00907158,0.00295419,-1,-0.00351033,0.00733592,1,0.658547,-0.0674342,-0.0224419,0.0168905,-0.020382,0.030978,-0.0108633,-0.187359,-0.248252,0.0102628,-0.121164,-0.160971,-0.100258,-0.0581008,-0.230199,-0.0102628,0.121164,0.232781,0.403035,0.00380328,0.00738481,-0.0168905,0.020382,-0.022887,0.0133725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0057292,-1,0.0082342,0.297357,0.00298097,,-0.00188627,1,0.00831926,-0.228454,-0.00439291,,0.0129428,-1,0.00653776,0.137701,-0.000931335,,0.0102886,-1,0.0110729,0.491664,-0.00464396,,-0.00439976,1,-0.014876,-0.628831,0.00370539,,-0.0119685,1,0.0032812,-0.154262,0.000661745,,,0.02533,,-0.0378856
current_hour_pillar_minus_earthly_cos,-0.545906,,,0.0148643,,0.00672558,0.0034747,-0.00250059,-0.112547,-0.0575439,0.00794341,-0.102042,-0.0121155,-0.00254871,0.00347121,0.0502086,-0.0378213,,,,,,,,,-0.122281,-0.00910495,,-0.0017689,-0.117831,0.00111693,0.00515757,0.0204157,-0.00640445,,-0.00386601,-0.122686,-0.116761,0.00672558,,0.00309262,-0.00450653,,,0.00513022,-0.0158569,-0.00147871,0.0156887,0.0138945,-0.00103369,-0.0028574,0.00747355,0.00147871,-0.0156887,-0.00963232,-0.00549252,0.00247242,-0.658547,-0.00309262,0.00450653,0.658547,1,-0.0595455,0.0105261,0.011797,-0.0119228,0.0393329,-0.0698426,0.0131976,-0.454462,-0.106135,-0.022921,-0.163803,0.452713,-0.0677227,-0.136377,0.106135,0.022921,0.143954,-0.214346,-0.00943627,-0.0203848,-0.011797,0.0119228,0.00282001,0.10735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0115777,-0.656028,-0.00841333,0.36418,0.0237223,,-0.0010741,0.656028,0.0127079,-0.323091,0.0178273,,0.0174676,-0.656028,-0.0161244,0.208676,0.0428539,,0.0138301,-0.656028,0.0290014,0.13338,-0.0342995,,-0.013167,0.656028,-0.0287371,-0.377314,0.0167863,,-0.0119119,0.656028,0.021961,-0.171397,-0.012589,,,0.0149191,,0.518565
current_month_pillar_heavenly,0.0126236,,,-0.00298439,,-0.0015863,0.00571894,-0.00187436,0.00338655,0.995217,-0.0613529,0.00655272,-0.152165,-0.00382797,0.00416777,0.0234393,-0.0430071,,,,,,,,,-0.0102396,0.0148115,,-0.0144815,-0.00805581,-0.00201415,0.0350818,0.00520265,0.0427629,,0.0437824,-0.00899671,-0.0224918,-0.0015863,,-0.00825822,-0.00142439,,,0.00427974,0.0164539,-0.00271252,0.0508973,-0.0211781,-0.00365468,0.000735011,-0.0211895,0.00271252,-0.0508973,0.0148176,0.00329438,-0.00851386,0.0674342,0.00825822,0.00142439,-0.0674342,-0.0595455,1,0.0808882,-0.668175,0.0440263,-0.00508969,-0.111799,-0.0563625,0.0282236,0.056269,-0.0244898,-0.0239183,-0.0220444,0.0102222,-0.0472523,-0.056269,0.0244898,0.0233951,0.0123841,-0.159013,0.0335227,0.668175,-0.0440263,-0.0102879,0.0680198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00298758,0.0674342,-0.00497611,-0.0769612,-0.00144205,,-0.0197663,-0.0674342,0.0174337,0.0698912,0.0411229,,0.00736684,0.0674342,-0.0224262,-0.0771264,0.016882,,0.0088403,0.0674342,0.0151377,-0.050473,-0.0553491,,-0.000323708,-0.0674342,-0.0300969,0.0924701,0.0318574,,-0.0145552,-0.0674342,0.0202796,0.0561046,-0.00987077,,,-0.00298439,,0.0294757
current_month_pillar_earthly,-0.0425574,,,0.0214986,,-0.0057194,0.00647232,-0.0111782,-0.00628304,0.174118,0.1154,-0.0848654,-0.0174022,-0.00846819,0.00422522,0.134421,0.162199,,,,,,,,,-0.090811,0.0532728,,-0.00401108,-0.0581411,-0.0240087,0.00297997,-0.0571957,-0.0215925,,-0.0363778,-0.0871302,-0.0810998,-0.0057194,,-0.010803,-0.00480087,,,0.00563269,0.00985036,-0.0112778,-0.0005612,0.00803419,-0.00661219,-0.0100961,-0.0112849,0.0112778,0.0005612,-0.0133352,0.0208942,-0.0103551,0.0224419,0.010803,0.00480087,-0.0224419,0.0105261,0.0808882,1,-0.0807585,0.0441732,-0.356913,-0.436208,0.108048,-0.0464521,-0.141037,-0.0153147,-0.0135194,0.122128,-0.0901886,0.0249974,0.141037,0.0153147,0.000635795,-0.0930218,-0.0209745,-0.0142721,0.0807585,-0.0441732,0.312506,0.377499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0034861,0.0224419,-0.408837,-0.024317,0.212738,,0.0035114,-0.0224419,0.278076,0.0325186,0.119974,,0.0123524,0.0224419,-0.367324,0.0170624,0.242405,,0.0129874,0.0224419,-0.276807,-0.044738,-0.285234,,-0.0125517,-0.0224419,0.274545,0.0578444,-0.0448438,,-0.00230251,-0.0224419,0.298266,-0.00189952,-0.0241879,,,0.0214986,,0.0259252
current_month_pillar_heavenly_sin,-0.00497167,,,0.0130964,,0.00882935,-0.0129423,0.00684522,-0.0118158,-0.66756,0.0389257,-0.0200874,0.648557,-0.00132309,-0.0101296,-0.0620167,0.0349863,,,,,,,,,0.0160453,-0.0244945,,0.0097991,0.0127282,-0.00302704,-0.00819411,0.00981767,-0.0158885,,-0.0343533,0.0140921,0.0263249,0.00882935,,-0.00971281,0.00171869,,,-0.0118987,-0.0117147,0.0130688,0.0017649,0.00544006,0.00394853,0.00535386,0.0118836,-0.0130688,-0.0017649,-0.00502362,-0.00988969,-0.00900034,-0.0168905,0.00971281,-0.00171869,0.0168905,0.011797,-0.668175,-0.0807585,1,0.0128617,-0.00214746,0.140811,0.0421991,-0.0416306,-0.0476304,-0.00987102,-0.00800206,0.0196072,-0.0239677,0.0104858,0.0476304,0.00987102,0.00320312,-0.0201267,0.653356,0.0498433,-1,-0.0128617,-0.016371,-0.122891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0126821,-0.0168905,0.0409936,0.0724248,-0.0494363,,0.0231667,0.0168905,-0.0254698,-0.0769538,0.020762,,-0.0187032,-0.0168905,0.0519014,0.0928038,-0.0558757,,-0.0148052,-0.0168905,-0.0241747,0.0640437,0.0282129,,0.0113485,0.0168905,0.01391,-0.0680468,0.00578503,,0.0204526,0.0168905,-0.0420432,-0.0822645,0.040025,,,0.0130964,,-0.00193692
